hpnum,mdc2,value
30784,15,0
30784,16,232
30784,17,0
30784,18,25
30785,01,64
30785,02,123
30785,03,291
30785,04,612
30785,05,449
30785,06,790
30785,07,41
30785,08,44
30785,09,34
30785,10,92
30785,11,242
30785,12,211
30785,13,54
30785,14,0
30785,15,0
30785,16,121
30785,17,0
30785,18,69
30786,01,173
30786,02,138
30786,03,311
30786,04,409
30786,05,316
30786,06,1018
30786,07,286
30786,08,43
30786,09,34
30786,10,179
30786,11,252
30786,12,0
30786,13,26
30786,14,0
30786,15,0
30786,16,349
30786,17,19
30786,18,42
30787,01,72
30787,02,228
30787,03,47
30787,04,355
30787,05,135
30787,06,532
30787,07,33
30787,08,54
30787,09,43
30787,10,87
30787,11,166
30787,12,129
30787,13,42
30787,14,68
30787,15,0
30787,16,101
30787,17,0
30787,18,76
30788,01,97
30788,02,0
30788,03,54
30788,04,198
30788,05,58
30788,06,477
30788,07,23
30788,08,14
30788,09,0
30788,10,48
30788,11,73
30788,12,0
30788,13,15
30788,14,0
30788,15,0
30788,16,59
30788,17,0
30788,18,13
30789,01,588
30789,02,373
30789,03,396
30789,04,1154
30789,05,788
30789,06,1238
30789,07,222
30789,08,259
30789,09,123
30789,10,307
30789,11,847
30789,12,157
30789,13,89
30789,14,0
30789,15,31
30789,16,927
30789,17,0
30789,18,115
30790,01,277
30790,02,445
30790,03,198
30790,04,399
30790,05,67
30790,06,525
30790,07,339
30790,08,175
30790,09,0
30790,10,125
30790,11,458
30790,12,25
30790,13,35
30790,14,1087
30790,15,84
30790,16,77
30790,17,0
30790,18,59
30791,01,78
30791,02,24
30791,03,115
30791,04,732
30791,05,179
30791,06,868
30791,07,75
30791,08,33
30791,09,11
30791,10,111
30791,11,592
30791,12,0
30791,13,29
30791,14,0
30791,15,0
30791,16,296
30791,17,0
30791,18,34
30792,01,204
30792,02,278
30792,03,53
30792,04,244
30792,05,109
30792,06,653
30792,07,22
30792,08,13
30792,09,44
30792,10,76
30792,11,104
30792,12,32
30792,13,19
30792,14,0
30792,15,0
30792,16,117
30792,17,0
30792,18,24
30793,01,181
30793,02,0
30793,03,154
30793,04,389
30793,05,295
30793,06,740
30793,07,158
30793,08,50
30793,09,52
30793,10,97
30793,11,85
30793,12,62
30793,13,25
30793,14,13
30793,15,0
30793,16,377
30793,17,0
30793,18,52
30794,01,192
30794,02,32
30794,03,60
30794,04,232
30794,05,120
30794,06,697
30794,07,69
30794,08,10
30794,09,0
30794,10,49
30794,11,130
30794,12,0
30794,13,12
30794,14,0
30794,15,0
30794,16,178
30794,17,0
30794,18,60
30795,01,813
30795,02,507
30795,03,549
30795,04,1595
30795,05,1224
30795,06,2360
30795,07,527
30795,08,196
30795,09,85
30795,10,394
30795,11,1458
30795,12,485
30795,13,489
30795,14,180
30795,15,58
30795,16,784
30795,17,19
30795,18,131
30796,01,1270
30796,02,729
30796,03,457
30796,04,1665
30796,05,1222
30796,06,2320
30796,07,870
30796,08,151
30796,09,293
30796,10,304
30796,11,1182
30796,12,216
30796,13,737
30796,14,53
30796,15,15
30796,16,1064
30796,17,21
30796,18,273
30799,01,713
30799,02,429
30799,03,227
30799,04,866
30799,05,1334
30799,06,1971
30799,07,201
30799,08,61
30799,09,83
30799,10,167
30799,11,585
30799,12,480
30799,13,65
30799,14,128
30799,15,24
30799,16,546
30799,17,27
30799,18,130
30800,01,48
30800,02,103
30800,03,24
30800,04,190
30800,05,221
30800,06,1854
30800,07,70
30800,08,18
30800,09,48
30800,10,103
30800,11,369
30800,12,43
30800,13,49
30800,14,0
30800,15,0
30800,16,99
30800,17,0
30800,18,33
30801,01,10
30801,02,0
30801,03,0
30801,04,23
30801,05,0
30801,06,11
30801,07,209
30801,08,0
30801,09,0
30801,10,0
30801,11,0
30801,12,0
30801,13,0
30801,14,0
30801,15,0
30801,16,135
30801,17,0
30801,18,0
30802,01,615
30802,02,0
30802,03,262
30802,04,1475
30802,05,848
30802,06,1671
30802,07,428
30802,08,115
30802,09,74
30802,10,169
30802,11,490
30802,12,1037
30802,13,85
30802,14,223
30802,15,25
30802,16,855
30802,17,11
30802,18,79
30803,01,492
30803,02,667
30803,03,257
30803,04,1092
30803,05,1113
30803,06,2088
30803,07,165
30803,08,84
30803,09,48
30803,10,153
30803,11,736
30803,12,41
30803,13,482
30803,14,0
30803,15,0
30803,16,576
30803,17,13
30803,18,81
30804,01,562
30804,02,0
30804,03,164
30804,04,632
30804,05,479
30804,06,1072
30804,07,548
30804,08,55
30804,09,44
30804,10,105
30804,11,277
30804,12,0
30804,13,212
30804,14,11
30804,15,0
30804,16,736
30804,17,0
30804,18,27
30805,01,97
30805,02,0
30805,03,33
30805,04,312
30805,05,315
30805,06,1899
30805,07,19
30805,08,22
30805,09,59
30805,10,65
30805,11,105
30805,12,10
30805,13,47
30805,14,0
30805,15,0
30805,16,38
30805,17,0
30805,18,36
30806,01,29
30806,02,0
30806,03,75
30806,04,173
30806,05,884
30806,06,736
30806,07,214
30806,08,27
30806,09,0
30806,10,33
30806,11,118
30806,12,0
30806,13,11
30806,14,0
30806,15,0
30806,16,434
30806,17,0
30806,18,34
30807,01,103
30807,02,214
30807,03,30
30807,04,2031
30807,05,640
30807,06,1113
30807,07,74
30807,08,43
30807,09,59
30807,10,93
30807,11,568
30807,12,0
30807,13,41
30807,14,0
30807,15,0
30807,16,136
30807,17,0
30807,18,47
30808,01,470
30808,02,393
30808,03,52
30808,04,581
30808,05,476
30808,06,2004
30808,07,435
30808,08,77
30808,09,145
30808,10,169
30808,11,888
30808,12,566
30808,13,174
30808,14,158
30808,15,0
30808,16,468
30808,17,0
30808,18,62
30809,01,731
30809,02,330
30809,03,258
30809,04,883
30809,05,971
30809,06,2261
30809,07,235
30809,08,79
30809,09,119
30809,10,191
30809,11,840
30809,12,145
30809,13,538
30809,14,15
30809,15,20
30809,16,474
30809,17,0
30809,18,115
30810,01,121
30810,02,0
30810,03,28
30810,04,380
30810,05,227
30810,06,1219
30810,07,254
30810,08,77
30810,09,0
30810,10,75
30810,11,386
30810,12,48
30810,13,118
30810,14,0
30810,15,0
30810,16,430
30810,17,0
30810,18,91
30811,01,1285
30811,02,920
30811,03,1180
30811,04,1573
30811,05,1839
30811,06,2927
30811,07,687
30811,08,227
30811,09,279
30811,10,499
30811,11,1560
30811,12,499
30811,13,544
30811,14,257
30811,15,59
30811,16,1230
30811,17,0
30811,18,262
30812,01,220
30812,02,450
30812,03,89
30812,04,436
30812,05,554
30812,06,1007
30812,07,100
30812,08,41
30812,09,0
30812,10,137
30812,11,575
30812,12,80
30812,13,199
30812,14,0
30812,15,22
30812,16,350
30812,17,0
30812,18,72
30813,01,119
30813,02,0
30813,03,39
30813,04,448
30813,05,145
30813,06,1106
30813,07,193
30813,08,49
30813,09,52
30813,10,78
30813,11,113
30813,12,0
30813,13,27
30813,14,0
30813,15,0
30813,16,246
30813,17,0
30813,18,55
30814,01,325
30814,02,250
30814,03,124
30814,04,676
30814,05,709
30814,06,755
30814,07,97
30814,08,53
30814,09,49
30814,10,126
30814,11,189
30814,12,0
30814,13,30
30814,14,0
30814,15,21
30814,16,483
30814,17,11
30814,18,59
30815,01,110
30815,02,24
30815,03,30
30815,04,264
30815,05,143
30815,06,643
30815,07,110
30815,08,50
30815,09,11
30815,10,49
30815,11,104
30815,12,77
30815,13,60
30815,14,0
30815,15,51
30815,16,209
30815,17,0
30815,18,72
30816,01,49
30816,02,38
30816,03,35
30816,04,103
30816,05,45
30816,06,609
30816,07,42
30816,08,38
30816,09,0
30816,10,25
30816,11,123
30816,12,0
30816,13,12
30816,14,0
30816,15,0
30816,16,269
30816,17,0
30816,18,10
30817,01,95
30817,02,379
30817,03,37
30817,04,269
30817,05,54
30817,06,583
30817,07,34
30817,08,23
30817,09,22
30817,10,41
30817,11,94
30817,12,0
30817,13,25
30817,14,0
30817,15,10
30817,16,115
30817,17,0
30817,18,51
30818,01,689
30818,02,0
30818,03,400
30818,04,1328
30818,05,766
30818,06,1498
30818,07,268
30818,08,104
30818,09,32
30818,10,236
30818,11,557
30818,12,584
30818,13,54
30818,14,397
30818,15,0
30818,16,566
30818,17,0
30818,18,52
30819,01,162
30819,02,120
30819,03,186
30819,04,353
30819,05,409
30819,06,1160
30819,07,66
30819,08,14
30819,09,24
30819,10,68
30819,11,279
30819,12,0
30819,13,25
30819,14,0
30819,15,0
30819,16,185
30819,17,0
30819,18,65
30820,01,959
30820,02,1125
30820,03,582
30820,04,1867
30820,05,1274
30820,06,3392
30820,07,510
30820,08,172
30820,09,100
30820,10,633
30820,11,1159
30820,12,790
30820,13,546
30820,14,292
30820,15,66
30820,16,857
30820,17,12
30820,18,175
30821,01,441
30821,02,268
30821,03,292
30821,04,1028
30821,05,715
30821,06,1878
30821,07,345
30821,08,125
30821,09,68
30821,10,253
30821,11,912
30821,12,53
30821,13,164
30821,14,0
30821,15,0
30821,16,491
30821,17,18
30821,18,145
30822,01,518
30822,02,501
30822,03,187
30822,04,959
30822,05,951
30822,06,1488
30822,07,109
30822,08,100
30822,09,64
30822,10,329
30822,11,633
30822,12,92
30822,13,215
30822,14,22
30822,15,36
30822,16,510
30822,17,0
30822,18,112
30823,01,374
30823,02,38
30823,03,192
30823,04,631
30823,05,659
30823,06,2358
30823,07,240
30823,08,192
30823,09,42
30823,10,286
30823,11,593
30823,12,715
30823,13,101
30823,14,380
30823,15,123
30823,16,563
30823,17,0
30823,18,124
30824,01,360
30824,02,446
30824,03,179
30824,04,1139
30824,05,1258
30824,06,1388
30824,07,441
30824,08,37
30824,09,106
30824,10,215
30824,11,737
30824,12,285
30824,13,113
30824,14,110
30824,15,0
30824,16,353
30824,17,0
30824,18,76
30825,01,403
30825,02,83
30825,03,262
30825,04,838
30825,05,1497
30825,06,1801
30825,07,146
30825,08,140
30825,09,67
30825,10,263
30825,11,1086
30825,12,286
30825,13,251
30825,14,322
30825,15,78
30825,16,447
30825,17,10
30825,18,150
30826,01,385
30826,02,108
30826,03,58
30826,04,143
30826,05,905
30826,06,150
30826,07,74
30826,08,44
30826,09,0
30826,10,92
30826,11,43
30826,12,0
30826,13,10
30826,14,0
30826,15,0
30826,16,222
30826,17,0
30826,18,24
30827,01,76
30827,02,0
30827,03,88
30827,04,262
30827,05,41
30827,06,302
30827,07,51
30827,08,14
30827,09,0
30827,10,40
30827,11,59
30827,12,0
30827,13,23
30827,14,0
30827,15,10
30827,16,215
30827,17,0
30827,18,0
30828,01,283
30828,02,485
30828,03,364
30828,04,772
30828,05,876
30828,06,2160
30828,07,221
30828,08,271
30828,09,60
30828,10,382
30828,11,653
30828,12,847
30828,13,116
30828,14,60
30828,15,0
30828,16,313
30828,17,0
30828,18,56
30829,01,318
30829,02,506
30829,03,397
30829,04,925
30829,05,1058
30829,06,1979
30829,07,496
30829,08,74
30829,09,162
30829,10,175
30829,11,592
30829,12,696
30829,13,266
30829,14,0
30829,15,0
30829,16,136
30829,17,0
30829,18,109
30830,01,1000
30830,02,880
30830,03,315
30830,04,735
30830,05,1036
30830,06,2100
30830,07,517
30830,08,90
30830,09,54
30830,10,234
30830,11,911
30830,12,423
30830,13,530
30830,14,117
30830,15,123
30830,16,1143
30830,17,11
30830,18,123
30831,01,157
30831,02,242
30831,03,128
30831,04,641
30831,05,389
30831,06,1485
30831,07,68
30831,08,46
30831,09,99
30831,10,213
30831,11,496
30831,12,194
30831,13,169
30831,14,90
30831,15,11
30831,16,224
30831,17,0
30831,18,48
30832,01,195
30832,02,0
30832,03,73
30832,04,406
30832,05,307
30832,06,764
30832,07,62
30832,08,33
30832,09,0
30832,10,62
30832,11,179
30832,12,85
30832,13,46
30832,14,24
30832,15,0
30832,16,320
30832,17,0
30832,18,41
30833,01,82
30833,02,243
30833,03,167
30833,04,871
30833,05,142
30833,06,1139
30833,07,126
30833,08,77
30833,09,11
30833,10,83
30833,11,317
30833,12,258
30833,13,37
30833,14,44
30833,15,20
30833,16,204
30833,17,11
30833,18,53
30834,01,267
30834,02,301
30834,03,112
30834,04,725
30834,05,430
30834,06,1708
30834,07,262
30834,08,88
30834,09,73
30834,10,101
30834,11,718
30834,12,176
30834,13,49
30834,14,61
30834,15,0
30834,16,291
30834,17,15
30834,18,64
30835,01,114
30835,02,0
30835,03,46
30835,04,334
30835,05,623
30835,06,696
30835,07,605
30835,08,30
30835,09,0
30835,10,96
30835,11,352
30835,12,0
30835,13,34
30835,14,0
30835,15,0
30835,16,707
30835,17,15
30835,18,191
30836,01,585
30836,02,122
30836,03,238
30836,04,498
30836,05,1230
30836,06,975
30836,07,262
30836,08,34
30836,09,45
30836,10,159
30836,11,320
30836,12,0
30836,13,29
30836,14,11
30836,15,0
30836,16,558
30836,17,80
30836,18,110
30837,01,16
30837,02,18
30837,03,0
30837,04,91
30837,05,18
30837,06,25
30837,07,144
30837,08,12
30837,09,0
30837,10,32
30837,11,41
30837,12,0
30837,13,0
30837,14,0
30837,15,0
30837,16,82
30837,17,0
30837,18,0
30838,01,152
30838,02,0
30838,03,51
30838,04,419
30838,05,277
30838,06,648
30838,07,164
30838,08,32
30838,09,16
30838,10,115
30838,11,142
30838,12,0
30838,13,14
30838,14,0
30838,15,0
30838,16,470
30838,17,21
30838,18,71
30839,01,196
30839,02,0
30839,03,53
30839,04,231
30839,05,608
30839,06,1227
30839,07,142
30839,08,20
30839,09,0
30839,10,80
30839,11,88
30839,12,0
30839,13,31
30839,14,0
30839,15,0
30839,16,265
30839,17,0
30839,18,0
30840,01,53
30840,02,0
30840,03,38
30840,04,386
30840,05,34
30840,06,687
30840,07,45
30840,08,33
30840,09,13
30840,10,69
30840,11,67
30840,12,213
30840,13,115
30840,14,165
30840,15,20
30840,16,101
30840,17,0
30840,18,18
30841,01,189
30841,02,106
30841,03,68
30841,04,217
30841,05,357
30841,06,915
30841,07,39
30841,08,25
30841,09,0
30841,10,46
30841,11,190
30841,12,13
30841,13,27
30841,14,0
30841,15,0
30841,16,174
30841,17,20
30841,18,73
30842,01,410
30842,02,164
30842,03,283
30842,04,1154
30842,05,865
30842,06,1745
30842,07,248
30842,08,116
30842,09,76
30842,10,272
30842,11,746
30842,12,145
30842,13,188
30842,14,0
30842,15,22
30842,16,409
30842,17,0
30842,18,59
30843,01,771
30843,02,548
30843,03,325
30843,04,800
30843,05,1488
30843,06,1834
30843,07,250
30843,08,104
30843,09,87
30843,10,221
30843,11,663
30843,12,123
30843,13,77
30843,14,0
30843,15,0
30843,16,675
30843,17,26
30843,18,132
30844,01,84
30844,02,267
30844,03,17
30844,04,214
30844,05,70
30844,06,590
30844,07,280
30844,08,12
30844,09,0
30844,10,78
30844,11,224
30844,12,0
30844,13,22
30844,14,0
30844,15,0
30844,16,256
30844,17,0
30844,18,0
30845,01,84
30845,02,174
30845,03,41
30845,04,646
30845,05,288
30845,06,696
30845,07,98
30845,08,13
30845,09,32
30845,10,117
30845,11,353
30845,12,27
30845,13,42
30845,14,23
30845,15,0
30845,16,143
30845,17,0
30845,18,103
30846,01,184
30846,02,0
30846,03,50
30846,04,243
30846,05,245
30846,06,1219
30846,07,49
30846,08,13
30846,09,0
30846,10,61
30846,11,308
30846,12,0
30846,13,25
30846,14,0
30846,15,0
30846,16,243
30846,17,11
30846,18,35
30847,01,94
30847,02,302
30847,03,175
30847,04,494
30847,05,130
30847,06,828
30847,07,138
30847,08,45
30847,09,20
30847,10,154
30847,11,141
30847,12,0
30847,13,107
30847,14,0
30847,15,0
30847,16,324
30847,17,0
30847,18,35
30848,01,225
30848,02,64
30848,03,74
30848,04,400
30848,05,423
30848,06,516
30848,07,145
30848,08,27
30848,09,45
30848,10,116
30848,11,310
30848,12,144
30848,13,32
30848,14,113
30848,15,32
30848,16,549
30848,17,0
30848,18,65
30849,01,432
30849,02,750
30849,03,272
30849,04,1576
30849,05,1525
30849,06,2970
30849,07,409
30849,08,131
30849,09,105
30849,10,324
30849,11,1010
30849,12,349
30849,13,734
30849,14,41
30849,15,23
30849,16,343
30849,17,0
30849,18,142
30850,01,20
30850,02,28
30850,03,50
30850,04,333
30850,05,1245
30850,06,1149
30850,07,45
30850,08,19
30850,09,76
30850,10,37
30850,11,99
30850,12,235
30850,13,17
30850,14,255
30850,15,0
30850,16,23
30850,17,0
30850,18,105
30851,01,1149
30851,02,0
30851,03,54
30851,04,81
30851,05,55
30851,06,76
30851,07,47
30851,08,0
30851,09,0
30851,10,44
30851,11,19
30851,12,0
30851,13,0
30851,14,0
30851,15,0
30851,16,286
30851,17,0
30851,18,0
30852,01,473
30852,02,0
30852,03,0
30852,04,41
30852,05,0
30852,06,90
30852,07,166
30852,08,0
30852,09,0
30852,10,26
30852,11,14
30852,12,0
30852,13,0
30852,14,0
30852,15,0
30852,16,284
30852,17,0
30852,18,0
30853,01,16
30853,02,0
30853,03,10
30853,04,127
30853,05,193
30853,06,493
30853,07,20
30853,08,0
30853,09,13
30853,10,15
30853,11,82
30853,12,0
30853,13,211
30853,14,0
30853,15,0
30853,16,25
30853,17,0
30853,18,16
30854,01,200
30854,02,289
30854,03,207
30854,04,814
30854,05,804
30854,06,1600
30854,07,166
30854,08,57
30854,09,30
30854,10,122
30854,11,583
30854,12,162
30854,13,37
30854,14,65
30854,15,30
30854,16,249
30854,17,0
30854,18,64
30855,01,103
30855,02,436
30855,03,105
30855,04,570
30855,05,566
30855,06,1174
30855,07,112
30855,08,63
30855,09,78
30855,10,165
30855,11,357
30855,12,223
30855,13,36
30855,14,64
30855,15,27
30855,16,169
30855,17,0
30855,18,66
30856,01,366
30856,02,416
30856,03,282
30856,04,1019
30856,05,820
30856,06,1429
30856,07,239
30856,08,97
30856,09,46
30856,10,215
30856,11,601
30856,12,369
30856,13,464
30856,14,84
30856,15,25
30856,16,633
30856,17,0
30856,18,136
30857,01,697
30857,02,687
30857,03,623
30857,04,1633
30857,05,1061
30857,06,2617
30857,07,645
30857,08,257
30857,09,230
30857,10,476
30857,11,1319
30857,12,633
30857,13,493
30857,14,152
30857,15,94
30857,16,556
30857,17,13
30857,18,288
30858,01,265
30858,02,573
30858,03,230
30858,04,667
30858,05,434
30858,06,1271
30858,07,300
30858,08,59
30858,09,42
30858,10,120
30858,11,502
30858,12,227
30858,13,96
30858,14,42
30858,15,17
30858,16,465
30858,17,0
30858,18,55
30859,01,71
30859,02,90
30859,03,240
30859,04,513
30859,05,408
30859,06,1268
30859,07,86
30859,08,34
30859,09,0
30859,10,168
30859,11,280
30859,12,42
30859,13,270
30859,14,0
30859,15,0
30859,16,482
30859,17,0
30859,18,50
30860,01,15
30860,02,541
30860,03,15
30860,04,108
30860,05,39
30860,06,302
30860,07,201
30860,08,12
30860,09,0
30860,10,37
30860,11,25
30860,12,0
30860,13,0
30860,14,0
30860,15,0
30860,16,163
30860,17,0
30860,18,13
30861,01,22
30861,02,0
30861,03,303
30861,04,225
30861,05,1317
30861,06,1011
30861,07,70
30861,08,24
30861,09,0
30861,10,103
30861,11,712
30861,12,258
30861,13,64
30861,14,38
30861,15,0
30861,16,169
30861,17,0
30861,18,54
30862,01,187
30862,02,118
30862,03,140
30862,04,750
30862,05,416
30862,06,1066
30862,07,93
30862,08,61
30862,09,95
30862,10,210
30862,11,379
30862,12,253
30862,13,51
30862,14,44
30862,15,34
30862,16,304
30862,17,0
30862,18,38
30863,01,638
30863,02,1336
30863,03,463
30863,04,1559
30863,05,1288
30863,06,2341
30863,07,601
30863,08,205
30863,09,92
30863,10,694
30863,11,1323
30863,12,846
30863,13,259
30863,14,274
30863,15,0
30863,16,524
30863,17,0
30863,18,190
30864,01,429
30864,02,0
30864,03,129
30864,04,257
30864,05,43
30864,06,662
30864,07,32
30864,08,26
30864,09,0
30864,10,75
30864,11,235
30864,12,67
30864,13,27
30864,14,90
30864,15,0
30864,16,85
30864,17,0
30864,18,29
30865,01,31
30865,02,63
30865,03,82
30865,04,490
30865,05,267
30865,06,1163
30865,07,42
30865,08,75
30865,09,0
30865,10,55
30865,11,233
30865,12,0
30865,13,30
30865,14,0
30865,15,0
30865,16,86
30865,17,10
30865,18,42
30866,01,428
30866,02,4287
30866,03,1150
30866,04,551
30866,05,3097
30866,06,4968
30866,07,1245
30866,08,210
30866,09,215
30866,10,380
30866,11,1887
30866,12,754
30866,13,87
30866,14,64
30866,15,63
30866,16,589
30866,17,0
30866,18,83
30867,01,12
30867,02,0
30867,03,0
30867,04,12
30867,05,0
30867,06,0
30867,07,0
30867,08,0
30867,09,0
30867,10,0
30867,11,0
30867,12,0
30867,13,0
30867,14,0
30867,15,0
30867,16,14
30867,17,0
30867,18,0
30868,01,0
30868,02,0
30868,03,0
30868,04,0
30868,05,0
30868,06,0
30868,07,125
30868,08,0
30868,09,0
30868,10,0
30868,11,0
30868,12,0
30868,13,0
30868,14,0
30868,15,0
30868,16,262
30868,17,0
30868,18,0
30869,01,1393
30869,02,0
30869,03,167
30869,04,544
30869,05,319
30869,06,731
30869,07,96
30869,08,27
30869,09,33
30869,10,122
30869,11,152
30869,12,0
30869,13,67
30869,14,0
30869,15,0
30869,16,745
30869,17,15
30869,18,28
30870,01,0
30870,02,0
30870,03,18
30870,04,158
30870,05,18
30870,06,92
30870,07,75
30870,08,13
30870,09,0
30870,10,20
30870,11,15
30870,12,0
30870,13,16
30870,14,0
30870,15,0
30870,16,100
30870,17,0
30870,18,0
30871,01,19
30871,02,0
30871,03,12
30871,04,126
30871,05,27
30871,06,514
30871,07,0
30871,08,0
30871,09,26
30871,10,31
30871,11,17
30871,12,484
30871,13,10
30871,14,95
30871,15,0
30871,16,51
30871,17,0
30871,18,0
30872,01,120
30872,02,251
30872,03,965
30872,04,965
30872,05,577
30872,06,955
30872,07,145
30872,08,70
30872,09,0
30872,10,321
30872,11,636
30872,12,0
30872,13,109
30872,14,15
30872,15,0
30872,16,205
30872,17,0
30872,18,75
30873,01,257
30873,02,0
30873,03,44
30873,04,238
30873,05,70
30873,06,395
30873,07,104
30873,08,61
30873,09,0
30873,10,48
30873,11,60
30873,12,0
30873,13,0
30873,14,0
30873,15,0
30873,16,606
30873,17,0
30873,18,0
30874,01,38
30874,02,660
30874,03,366
30874,04,437
30874,05,100
30874,06,1318
30874,07,222
30874,08,57
30874,09,128
30874,10,133
30874,11,555
30874,12,190
30874,13,80
30874,14,13
30874,15,0
30874,16,213
30874,17,0
30874,18,71
30875,01,292
30875,02,0
30875,03,36
30875,04,191
30875,05,41
30875,06,365
30875,07,469
30875,08,37
30875,09,0
30875,10,96
30875,11,112
30875,12,0
30875,13,12
30875,14,0
30875,15,0
30875,16,387
30875,17,12
30875,18,29
30876,01,217
30876,02,711
30876,03,38
30876,04,492
30876,05,944
30876,06,1955
30876,07,197
30876,08,99
30876,09,54
30876,10,132
30876,11,800
30876,12,671
30876,13,359
30876,14,54
30876,15,0
30876,16,339
30876,17,0
30876,18,101
30877,01,581
30877,02,75
30877,03,236
30877,04,2152
30877,05,395
30877,06,1673
30877,07,412
30877,08,181
30877,09,104
30877,10,261
30877,11,524
30877,12,366
30877,13,396
30877,14,0
30877,15,51
30877,16,226
30877,17,0
30877,18,100
30878,01,34
30878,02,0
30878,03,18
30878,04,163
30878,05,29
30878,06,203
30878,07,28
30878,08,0
30878,09,0
30878,10,19
30878,11,76
30878,12,72
30878,13,0
30878,14,0
30878,15,0
30878,16,146
30878,17,0
30878,18,0
30879,01,735
30879,02,221
30879,03,568
30879,04,804
30879,05,134
30879,06,544
30879,07,188
30879,08,409
30879,09,0
30879,10,291
30879,11,264
30879,12,635
30879,13,120
30879,14,2412
30879,15,49
30879,16,101
30879,17,23
30879,18,114
30880,01,65
30880,02,65
30880,03,204
30880,04,568
30880,05,28
30880,06,811
30880,07,41
30880,08,37
30880,09,59
30880,10,73
30880,11,339
30880,12,167
30880,13,27
30880,14,152
30880,15,26
30880,16,74
30880,17,0
30880,18,30
30881,01,0
30881,02,0
30881,03,0
30881,04,0
30881,05,0
30881,06,0
30881,07,44
30881,08,0
30881,09,0
30881,10,0
30881,11,0
30881,12,0
30881,13,0
30881,14,0
30881,15,0
30881,16,257
30881,17,0
30881,18,0
30882,01,130
30882,02,142
30882,03,54
30882,04,229
30882,05,151
30882,06,457
30882,07,70
30882,08,25
30882,09,0
30882,10,72
30882,11,120
30882,12,0
30882,13,19
30882,14,0
30882,15,0
30882,16,236
30882,17,0
30882,18,10
30883,01,205
30883,02,0
30883,03,91
30883,04,1068
30883,05,737
30883,06,2199
30883,07,165
30883,08,85
30883,09,0
30883,10,210
30883,11,347
30883,12,10
30883,13,95
30883,14,0
30883,15,0
30883,16,690
30883,17,0
30883,18,51
30884,01,75
30884,02,397
30884,03,163
30884,04,1321
30884,05,610
30884,06,1981
30884,07,234
30884,08,130
30884,09,57
30884,10,335
30884,11,441
30884,12,63
30884,13,325
30884,14,0
30884,15,0
30884,16,405
30884,17,0
30884,18,89
30885,01,368
30885,02,79
30885,03,64
30885,04,312
30885,05,521
30885,06,695
30885,07,128
30885,08,27
30885,09,0
30885,10,68
30885,11,210
30885,12,0
30885,13,23
30885,14,0
30885,15,0
30885,16,408
30885,17,15
30885,18,68
30886,01,610
30886,02,825
30886,03,305
30886,04,1783
30886,05,1794
30886,06,2136
30886,07,720
30886,08,197
30886,09,176
30886,10,392
30886,11,1110
30886,12,1244
30886,13,181
30886,14,785
30886,15,204
30886,16,881
30886,17,13
30886,18,286
30887,01,415
30887,02,1071
30887,03,187
30887,04,636
30887,05,212
30887,06,2171
30887,07,429
30887,08,73
30887,09,27
30887,10,132
30887,11,486
30887,12,569
30887,13,49
30887,14,11
30887,15,0
30887,16,1059
30887,17,18
30887,18,54
30888,01,65
30888,02,162
30888,03,65
30888,04,812
30888,05,899
30888,06,1944
30888,07,330
30888,08,69
30888,09,0
30888,10,160
30888,11,370
30888,12,135
30888,13,120
30888,14,0
30888,15,0
30888,16,792
30888,17,0
30888,18,117
30889,01,228
30889,02,70
30889,03,253
30889,04,737
30889,05,439
30889,06,1325
30889,07,164
30889,08,83
30889,09,38
30889,10,412
30889,11,760
30889,12,1872
30889,13,94
30889,14,1192
30889,15,101
30889,16,562
30889,17,0
30889,18,108
30890,01,135
30890,02,0
30890,03,31
30890,04,131
30890,05,513
30890,06,637
30890,07,504
30890,08,22
30890,09,0
30890,10,63
30890,11,61
30890,12,0
30890,13,42
30890,14,0
30890,15,0
30890,16,662
30890,17,0
30890,18,13
30891,01,56
30891,02,261
30891,03,66
30891,04,278
30891,05,68
30891,06,780
30891,07,131
30891,08,35
30891,09,0
30891,10,73
30891,11,124
30891,12,0
30891,13,15
30891,14,0
30891,15,0
30891,16,235
30891,17,0
30891,18,27
30892,01,52
30892,02,0
30892,03,29
30892,04,157
30892,05,28
30892,06,122
30892,07,17
30892,08,11
30892,09,0
30892,10,22
30892,11,28
30892,12,0
30892,13,0
30892,14,0
30892,15,0
30892,16,76
30892,17,0
30892,18,0
30893,01,631
30893,02,0
30893,03,23
30893,04,16
30893,05,0
30893,06,0
30893,07,12
30893,08,0
30893,09,0
30893,10,0
30893,11,0
30893,12,0
30893,13,0
30893,14,0
30893,15,0
30893,16,311
30893,17,0
30893,18,0
30894,01,21
30894,02,57
30894,03,35
30894,04,127
30894,05,198
30894,06,112
30894,07,81
30894,08,11
30894,09,0
30894,10,27
30894,11,577
30894,12,0
30894,13,0
30894,14,0
30894,15,0
30894,16,82
30894,17,0
30894,18,38
30895,01,293
30895,02,0
30895,03,103
30895,04,884
30895,05,998
30895,06,2236
30895,07,281
30895,08,52
30895,09,184
30895,10,173
30895,11,606
30895,12,693
30895,13,48
30895,14,125
30895,15,16
30895,16,972
30895,17,0
30895,18,113
30896,01,292
30896,02,440
30896,03,762
30896,04,1505
30896,05,473
30896,06,2326
30896,07,700
30896,08,142
30896,09,112
30896,10,295
30896,11,750
30896,12,334
30896,13,398
